"Order ID","Customer Name","Product Name",Sales,Company_Average
US-2016-164630,"Erica Bern","Hewlett Packard 310 Color Digital Copier",959.968,229.8580008304938
US-2015-108966,"Sean O'Donnell","Bretford CR4500 Series Slim Rectangular Table",957.5775,229.8580008304938
US-2016-110170,"Harry Marie","O'Sullivan Plantations 2-Door Library in Landvery Oak",956.6648,229.8580008304938
US-2016-131611,"Emily Phan","O'Sullivan Plantations 2-Door Library in Landvery Oak",956.6648,229.8580008304938
CA-2015-142601,"Deanra Eno","Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24 Deep, Sand",947.17,229.8580008304938
CA-2014-148383,"Resi Pölking","GBC DocuBind 300 Electric Binding Machine",946.764,229.8580008304938
CA-2015-126697,"Stuart Van","ShoreTel ShorePhone IP 230 VoIP phone",946.344,229.8580008304938
CA-2015-110548,"Anna Häberlin","ShoreTel ShorePhone IP 230 VoIP phone",946.344,229.8580008304938
CA-2014-165764,"Shahid Hopkins","Hon Racetrack Conference Tables",945.036,229.8580008304938
CA-2016-114104,"Nora Paige","Avaya 5420 Digital phone",944.93,229.8580008304938
CA-2017-115882,"Dorothy Badders","3.6 Cubic Foot Counter Height Office Refrigerator",942.784,229.8580008304938
CA-2017-150910,"Jack Lebron","Bevis Round Bullnose 29 High Table Top",934.956,229.8580008304938
CA-2016-112669,"Kean Takahito","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",933.536,229.8580008304938
CA-2017-132290,"Maribeth Dona","Bevis Traditional Conference Table Top, Plinth Base",933.408,229.8580008304938
CA-2017-102204,"Caroline Jumper","Bush Advantage Collection Racetrack Conference Table",933.262,229.8580008304938
CA-2017-104640,"Frank Hawley","Fellowes PB300 Plastic Comb Binding Machine",931.176,229.8580008304938
US-2017-106145,"Ruben Ausman","Fellowes PB300 Plastic Comb Binding Machine",931.176,229.8580008304938
CA-2015-146563,"Cassandra Brandow","Hon Racetrack Conference Tables",918.785,229.8580008304938
CA-2017-112753,"Craig Carreira","Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,229.8580008304938
US-2015-139675,"Nicole Fjeld","Global Deluxe High-Back Manager's Chair",915.136,229.8580008304938
CA-2016-101672,"Daniel Byrd","Global Deluxe High-Back Manager's Chair",915.136,229.8580008304938
CA-2017-149048,"Brian Moss","Ibico Hi-Tech Manual Binding System",914.97,229.8580008304938
US-2015-122784,"Russell Applegate","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43,229.8580008304938
CA-2017-147207,"Trudy Schmidt","Bevis Oval Conference Table, Walnut",913.43,229.8580008304938
CA-2015-120362,"Christina Anderson","Lesro Round Back Collection Coffee Table, End Table",912.75,229.8580008304938
CA-2014-126760,"Kunst Miller","Apple iPhone 5S",911.984,229.8580008304938
CA-2014-115812,"Brosina Hoffman","Konftel 250 Conference phone - Charcoal black",911.424,229.8580008304938
CA-2014-150798,"Joe Kamberova","Hon Multipurpose Stacking Arm Chairs",909.72,229.8580008304938
CA-2017-154410,"Michael Dominguez","SAFCO Boltless Steel Shelving",909.12,229.8580008304938
CA-2017-128853,"Janet Martin","Global Fabric Manager's Chair, Dark Gray",908.82,229.8580008304938
CA-2014-115812,"Brosina Hoffman","Mitel 5320 IP Phone VoIP phone",907.152,229.8580008304938
US-2017-112347,"Bill Stewart","Hon GuestStacker Chair",906.68,229.8580008304938
CA-2017-116519,"Craig Reiter","Avanti 4.4 Cu. Ft. Refrigerator",904.9,229.8580008304938
CA-2016-129868,"Mike Caudle","Bretford Rectangular Conference Table Tops",902.712,229.8580008304938
CA-2016-118745,"Seth Vernon","Bretford Rectangular Conference Table Tops",902.712,229.8580008304938
CA-2016-131737,"Gary Zandusky","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",901.95,229.8580008304938
CA-2016-142594,"Eva Jacobs","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",901.95,229.8580008304938
CA-2016-145905,"Anne McFarland","Tennsco Double-Tier Lockers",900.08,229.8580008304938
CA-2016-150945,"Julie Kriz","Tennsco Double-Tier Lockers",900.08,229.8580008304938
CA-2017-160633,"Bill Stewart","Hewlett Packard 610 Color Digital Copier / Printer",899.982,229.8580008304938
CA-2015-104941,"Dave Hallsten","Brother DCP1000 Digital 3 in 1 Multifunction Machine",899.97,229.8580008304938
CA-2015-146486,"Dianna Vittorini","Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)",899.95,229.8580008304938
CA-2015-109638,"Joseph Holt","Logitech G700s Rechargeable Gaming Mouse",899.91,229.8580008304938
CA-2015-103933,"Dan Reichenbach","Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset",899.91,229.8580008304938
CA-2017-161774,"Greg Tran","Global Commerce Series Low-Back Swivel/Tilt Chairs",899.43,229.8580008304938
CA-2017-109085,"Christine Kargatis","Global Commerce Series Low-Back Swivel/Tilt Chairs",899.43,229.8580008304938
CA-2015-102281,"Mark Packer","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,229.8580008304938
US-2017-155425,"Ann Blume","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",899.136,229.8580008304938
CA-2017-143245,"Alan Dominguez","Global Comet Stacking Armless Chair",897.15,229.8580008304938
CA-2014-165309,"Karen Daniels","GBC DocuBind TL300 Electric Binding System",896.99,229.8580008304938
CA-2014-114321,"Nick Crebassa","GBC DocuBind TL300 Electric Binding System",896.99,229.8580008304938
CA-2017-102407,"Alyssa Tate","Bevis 36 x 72 Conference Tables",896.328,229.8580008304938
CA-2017-130302,"Craig Yedwab","Logitech Wireless Gaming Headset G930",895.944,229.8580008304938
US-2017-111423,"Edward Hooks","GBC DocuBind TL200 Manual Binding Machine",895.92,229.8580008304938
CA-2017-155460,"Rob Williams","GBC DocuBind TL200 Manual Binding Machine",895.92,229.8580008304938
CA-2017-147291,"Max Jones","GBC DocuBind TL200 Manual Binding Machine",895.92,229.8580008304938
CA-2017-138149,"William Brown","GBC DocuBind TL200 Manual Binding Machine",895.92,229.8580008304938
CA-2017-115154,"Ricardo Sperren","Balt Solid Wood Round Tables",892.98,229.8580008304938
CA-2015-121188,"Cassandra Brandow","Hot File 7-Pocket, Floor Stand",892.35,229.8580008304938
CA-2017-117212,"Bradley Talbott","GuestStacker Chair with Chrome Finish Legs",892.224,229.8580008304938
CA-2015-161452,"Carol Adams","GuestStacker Chair with Chrome Finish Legs",892.224,229.8580008304938
CA-2016-165330,"William Brown","Hon Non-Folding Utility Tables",892.136,229.8580008304938
CA-2014-137274,"Mike Gockenbach","Bush Advantage Collection Racetrack Conference Table",890.841,229.8580008304938
CA-2017-117212,"Bradley Talbott","Toshiba IPT2010-SD IP Telephone",889.536,229.8580008304938
CA-2015-158421,"Giulietta Baptist","Stur-D-Stor Shelving, Vertical 5-Shelf: 72H x 36W x 18 1/2D",887.84,229.8580008304938
CA-2016-158778,"Dean Braden","Global Comet Stacking Arm Chair",887.271,229.8580008304938
CA-2017-153045,"Neola Schneider","Global Comet Stacking Arm Chair",887.271,229.8580008304938
CA-2014-168130,"Bill Shonely","Hon Olson Stacker Stools",887.103,229.8580008304938
CA-2016-133935,"Jane Waco","Global High-Back Leather Tilter, Burgundy",885.528,229.8580008304938
CA-2014-112158,"David Philippe","O'Sullivan Living Dimensions 5-Shelf Bookcases",883.92,229.8580008304938
CA-2015-135538,"Harold Ryan","SAFCO Arco Folding Chair",883.84,229.8580008304938
CA-2015-123141,"Gary Zandusky","SAFCO Arco Folding Chair",883.84,229.8580008304938
US-2014-165659,"Liz Thompson","Adtran 1202752G1",881.93,229.8580008304938
CA-2016-127761,"Scott Williamson","BlackBerry Q10",881.93,229.8580008304938
CA-2017-161956,"Dan Reichenbach","Sharp 1540cs Digital Laser Copier",879.984,229.8580008304938
CA-2015-140984,"Craig Carroll","Sharp 1540cs Digital Laser Copier",879.984,229.8580008304938
CA-2016-162236,"Elpida Rittenbach","BPI Conference Tables",876.3,229.8580008304938
CA-2017-139199,"Damala Kotsonis","Global Executive Mid-Back Manager's Chair",872.94,229.8580008304938
US-2017-128951,"Ricardo Sperren","Hon 5100 Series Wood Tables",872.94,229.8580008304938
CA-2016-168354,"Rick Huthwaite","Lifetime Advantage Folding Chairs, 4/Carton",872.32,229.8580008304938
CA-2014-166086,"Carol Triggs","Lifetime Advantage Folding Chairs, 4/Carton",872.32,229.8580008304938
CA-2016-113292,"Dave Brooks","Hoover WindTunnel Plus Canister Vacuum",871.8,229.8580008304938
US-2017-124821,"Anne McFarland","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4,229.8580008304938
CA-2016-124352,"Cynthia Delaney","Hoover Upright Vacuum With Dirt Cup",868.59,229.8580008304938
CA-2016-110975,"Darren Budd","Hon 4070 Series Pagoda Round Back Stacking Chairs",866.646,229.8580008304938
CA-2017-155705,"Natalie Fritzler","Hon Multipurpose Stacking Arm Chairs",866.4,229.8580008304938
CA-2016-118514,"Liz Carlisle","Hon Multipurpose Stacking Arm Chairs",866.4,229.8580008304938
CA-2016-127698,"Mike Vittorini","Jabra Supreme Plus Driver Edition Headset",863.928,229.8580008304938
CA-2017-117079,"Jocasta Rupert","Wilson SignalBoost 841262 DB PRO Amplifier Kit",863.88,229.8580008304938
CA-2016-156685,"Scot Coram","Cisco SPA 502G IP Phone",863.64,229.8580008304938
US-2016-131611,"Emily Phan","Laminate Occasional Tables",863.128,229.8580008304938
CA-2016-144148,"Anna Häberlin","Laminate Occasional Tables",863.128,229.8580008304938
CA-2016-140382,"Ruben Dartt","Nortel Meridian M3904 Professional Digital phone",862.344,229.8580008304938
CA-2015-145814,"Katherine Ducich","Aastra 6757i CT Wireless VoIP phone",861.76,229.8580008304938
CA-2015-105627,"Dana Kaydos","Hon Mobius Operator's Chair",860.93,229.8580008304938
CA-2017-127782,"Thea Hudgings","Wilson Electronics DB Pro Signal Booster",859.2,229.8580008304938
CA-2017-122364,"Frank Atkinson","Wilson Electronics DB Pro Signal Booster",859.2,229.8580008304938
CA-2016-108056,"Erin Smith","Wilson Electronics DB Pro Signal Booster",859.2,229.8580008304938
CA-2017-108441,"Sarah Bern","Safco Contoured Stacking Chairs",858.24,229.8580008304938
US-2016-144057,"Cynthia Voltz","Hot File 7-Pocket, Floor Stand",856.656,229.8580008304938
CA-2014-163552,"Laura Armstrong","Global Commerce Series High-Back Swivel/Tilt Chairs",854.94,229.8580008304938
CA-2016-114727,"Linda Southworth","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",854.352,229.8580008304938
CA-2014-154963,"Anna Andreadi","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,229.8580008304938
CA-2017-150266,"Rose O'Brian","Hon Deluxe Fabric Upholstered Stacking Chairs",853.93,229.8580008304938
CA-2014-142839,"Troy Staebel","Chromcraft Rectangular Conference Tables",853.092,229.8580008304938
CA-2015-136805,"Nathan Mautz","Harmony Air Purifier",850.5,229.8580008304938
CA-2017-147032,"Laurel Beltran","Fellowes PB200 Plastic Comb Binding Machine",849.95,229.8580008304938
US-2017-166324,"Brad Eason","Tennsco 6- and 18-Compartment Lockers",848.544,229.8580008304938
CA-2015-138898,"Justin Hirsh","Kensington 4 Outlet MasterPiece Compact Power Control Center",845.728,229.8580008304938
US-2016-162852,"Brooke Gillingham","Global Manager's Adjustable Task Chair, Storm",845.488,229.8580008304938
CA-2016-152555,"Maria Etezadi","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,229.8580008304938
CA-2015-112130,"Stewart Visinsky","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,229.8580008304938
CA-2017-121027,"Helen Wasserman","Plantronics Savi W720 Multi-Device Wireless Headset System",843.9,229.8580008304938
CA-2015-113152,"Jim Karlsson","Plantronics Savi W720 Multi-Device Wireless Headset System",843.9,229.8580008304938
CA-2016-168893,"Arthur Prichep","Global Adaptabilities Conference Tables",842.94,229.8580008304938
CA-2016-114860,"Duane Noonan","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting",842.72,229.8580008304938
CA-2017-128734,"James Lanier","Global Leather Executive Chair",842.376,229.8580008304938
CA-2015-132486,"Jay Fein","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",842.352,229.8580008304938
CA-2016-149797,"Adam Hart","GBC DocuBind 300 Electric Binding Machine",841.568,229.8580008304938
CA-2017-161956,"Dan Reichenbach","GBC DocuBind 300 Electric Binding Machine",841.568,229.8580008304938
CA-2016-153682,"Brooke Gillingham","Canon Imageclass D680 Copier / Fax",839.988,229.8580008304938
CA-2017-155376,"Sandra Glassco","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",839.43,229.8580008304938
US-2014-106299,"Nick Zandusky","Smead Adjustable Mobile File Trolley with Lockable Top",838.38,229.8580008304938
CA-2016-150350,"Maxwell Schwartz","Okidata C331dn Printer",837.6,229.8580008304938
CA-2016-127649,"Dionis Lloyd","Okidata C331dn Printer",837.6,229.8580008304938
US-2016-143819,"Karen Daniels","Chromcraft Round Conference Tables",836.592,229.8580008304938
US-2016-142685,"Maureen Gnade","Compact Automatic Electric Letter Opener",835.17,229.8580008304938
CA-2014-140396,"Katharine Harms","Toshiba IPT2010-SD IP Telephone",833.94,229.8580008304938
CA-2014-125556,"Maris LaWare","Polycom SoundPoint Pro SE-225 Corded phone",832.93,229.8580008304938
US-2015-134026,"Joel Eaton","High-Back Leather Manager's Chair",831.936,229.8580008304938
CA-2015-160472,"Ralph Kennedy","Imation Bio 8GB USB Flash Drive Imation Corp",831.2,229.8580008304938
CA-2014-136336,"Dorothy Badders","SAFCO Commercial Wire Shelving, Black",828.84,229.8580008304938
CA-2017-141439,"Tonja Turnell","SAFCO Arco Folding Chair",828.6,229.8580008304938
CA-2017-152912,"Brian Moss","Maxell iVDR EX 500GB Cartridge",826.62,229.8580008304938
CA-2015-154746,"Patrick Jones","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room",826.11,229.8580008304938
CA-2014-160094,"Justin MacKendrick","Economy Rollaway Files",826,229.8580008304938
CA-2017-140326,"Helen Wasserman","Bush Birmingham Collection Bookcase, Dark Cherry",825.174,229.8580008304938
CA-2015-110765,"Michael Paige","Mitel MiVoice 5330e IP Phone",824.97,229.8580008304938
CA-2017-151981,"Gary Mitchum","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,229.8580008304938
CA-2016-152471,"Zuschuss Donatelli","Jabra SPEAK 410 Multidevice Speakerphone",823.96,229.8580008304938
US-2017-105389,"Darrin Martin","Jabra SPEAK 410 Multidevice Speakerphone",823.96,229.8580008304938
US-2015-164308,"Steve Carroll","AT&T 1080 Phone",821.94,229.8580008304938
CA-2017-101042,"Adrian Barton","3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,229.8580008304938
CA-2014-131002,"Tom Boeckenhauer","3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,229.8580008304938
CA-2014-145317,"Sean Miller","Hewlett-Packard Deskjet 6540 Color Inkjet Printer",821.3,229.8580008304938
US-2014-138247,"Ben Ferrer","Cisco Unified IP Phone 7945G VoIP phone",818.376,229.8580008304938
US-2016-146066,"Rick Bensley","Iceberg OfficeWorks 42 Round Tables",815.292,229.8580008304938
CA-2016-152555,"Maria Etezadi","Jabra BIZ 2300 Duo QD Duo Corded Headset",812.736,229.8580008304938
CA-2017-137022,"Scott Williamson","Tennsco Regal Shelving Units",811.28,229.8580008304938
CA-2014-111962,"Evan Bailliet","Fellowes Super Stor/Drawer Files",807.75,229.8580008304938
CA-2014-109897,"Ben Wallace","BlackBerry Q10",806.336,229.8580008304938
CA-2015-121650,"Keith Dawkins","Bretford CR8500 Series Meeting Room Furniture",801.96,229.8580008304938
CA-2015-102582,"Natalie Webber","Bretford CR8500 Series Meeting Room Furniture",801.96,229.8580008304938
US-2017-142573,"Maris LaWare","Chromcraft 48 x 96 Racetrack Double Pedestal Table",801.6,229.8580008304938
US-2016-105578,"Maribeth Yedwab","Global Troy Executive Leather Low-Back Tilter",801.568,229.8580008304938
CA-2014-116932,"Michelle Ellison","Global Troy Executive Leather Low-Back Tilter",801.568,229.8580008304938
CA-2016-133935,"Jane Waco","Global Troy Executive Leather Low-Back Tilter",801.568,229.8580008304938
CA-2014-125997,"Mitch Webber","DMI Eclipse Executive Suite Bookcases",801.568,229.8580008304938
CA-2015-143105,"Matt Abelman","Hewlett Packard 610 Color Digital Copier / Printer",799.984,229.8580008304938
CA-2017-104801,"Fred Harton","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",799.96,229.8580008304938
CA-2014-120670,"Julie Kriz","Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset",799.92,229.8580008304938
CA-2016-157259,"Jessica Myrick","Luxo Adjustable Task Clamp Lamp",799.56,229.8580008304938
US-2014-141215,"Kelly Lampkin","Global Commerce Series High-Back Swivel/Tilt Chairs",797.944,229.8580008304938
US-2014-140914,"Brosina Hoffman","Global Commerce Series High-Back Swivel/Tilt Chairs",797.944,229.8580008304938
CA-2015-124975,"Michael Grace","Hon Rectangular Conference Tables",796.425,229.8580008304938
CA-2015-121783,"Philisse Overcash","Tennsco 6- and 18-Compartment Lockers",795.51,229.8580008304938
US-2017-147886,"Dave Hallsten","SAFCO Boltless Steel Shelving",795.48,229.8580008304938
CA-2014-141649,"Dario Medina","Eureka Sanitaire  Commercial Upright",795.408,229.8580008304938
CA-2015-102876,"Lisa Ryan","Samsung Galaxy Note 3",791.964,229.8580008304938
CA-2017-152933,"Matthew Grinstein","Plantronics CS510 - Over-the-Head monaural Wireless Headset System",791.88,229.8580008304938
CA-2015-110457,"Dave Kipp","Hon Racetrack Conference Tables",787.53,229.8580008304938
US-2016-141544,"Patrick O'Brill","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",786.744,229.8580008304938
CA-2017-108560,"Jenna Caffey","Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,229.8580008304938
CA-2014-126403,"Rick Reed","Global Italian Leather Office Chair",785.88,229.8580008304938
CA-2015-155306,"George Ashbrook","Plantronics Calisto P620-M USB Wireless Speakerphone System",783.96,229.8580008304938
CA-2016-153318,"Jill Stevenson","Panasonic KX-TG9471B",783.96,229.8580008304938
CA-2014-121573,"Speros Goranitis","Panasonic KX-TG9471B",783.96,229.8580008304938
CA-2017-121888,"Carl Ludwig","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,229.8580008304938
CA-2016-164770,"Muhammed Yedwab","Sauder Camden County Collection Library",781.864,229.8580008304938
CA-2014-103373,"Bruce Stewart","Apple iPhone 5",779.796,229.8580008304938
CA-2015-126725,"Brian Stugart","Fellowes Recycled Storage Drawers",777.21,229.8580008304938
US-2017-141558,"Marc Harrigan","Nortel Meridian M5316 Digital phone",776.85,229.8580008304938
CA-2015-149846,"Sarah Brown","Aastra 57i VoIP phone",775.728,229.8580008304938
CA-2015-165050,"Alan Hwang","Digium D40 VoIP phone",773.94,229.8580008304938
US-2017-133200,"Dorothy Badders","Fellowes Staxonsteel Drawer Files",772.68,229.8580008304938
CA-2016-161025,"Gary McGarr","Fellowes Staxonsteel Drawer Files",772.68,229.8580008304938
CA-2015-132465,"Don Miller","Fellowes Staxonsteel Drawer Files",772.68,229.8580008304938
CA-2014-127558,"Shahid Shariari","Logitech P710e Mobile Speakerphone",772.47,229.8580008304938
CA-2016-133795,"Jeremy Ellison","Logitech P710e Mobile Speakerphone",772.47,229.8580008304938
CA-2016-127138,"Dean Katz","Hon 4070 Series Pagoda Round Back Stacking Chairs",770.352,229.8580008304938
CA-2015-105627,"Dana Kaydos","Nortel Meridian M3904 Professional Digital phone",769.95,229.8580008304938
CA-2016-161907,"Justin Hirsh","Premier Automatic Letter Opener",769.184,229.8580008304938
CA-2014-110786,"Anthony Johnson","DYMO CardScan Personal V9 Business Card Scanner",767.952,229.8580008304938
CA-2014-163447,"Thomas Brumley","Global Push Button Manager's Chair, Indigo",767.214,229.8580008304938
US-2017-124968,"Michelle Moray","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",765.625,229.8580008304938
CA-2014-168494,"Nora Preis","Hon Non-Folding Utility Tables",764.688,229.8580008304938
CA-2017-132178,"Darren Budd","Fellowes Stor/Drawer Steel Plus Storage Drawers",763.44,229.8580008304938
CA-2014-101602,"Mick Crebagga","Lifetime Advantage Folding Chairs, 4/Carton",763.28,229.8580008304938
CA-2017-152093,"Skye Norling","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",762.594,229.8580008304938
CA-2017-122504,"Deborah Brumfield","Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,229.8580008304938
US-2017-148551,"David Bremer","GBC Ibimaster 500 Manual ProClick Binding System",760.98,229.8580008304938
CA-2017-128944,"Katharine Harms","Global Ergonomic Managers Chair",760.116,229.8580008304938
CA-2014-138940,"Gary Mitchum","Jawbone JAMBOX Wireless Bluetooth Speaker",758.352,229.8580008304938
CA-2016-120369,"Victoria Brennan","Tenex Chairmat w/ Average Lip, 45 x 53",756.8,229.8580008304938
CA-2016-157280,"Liz Willingham","Tenex Chairmat w/ Average Lip, 45 x 53",756.8,229.8580008304938
CA-2014-167199,"Maria Etezadi","Wireless Extenders zBoost YX545 SOHO Signal Booster",755.96,229.8580008304938
CA-2014-103492,"Craig Molinari","Cisco 8x8 Inc. 6753i IP Business Phone System",755.944,229.8580008304938
CA-2016-156300,"Troy Blackwell","Global Leather & Oak Executive Chair, Burgundy",754.45,229.8580008304938
CA-2017-137631,"Janet Lee","Samsung Galaxy S4 Mini",751.984,229.8580008304938
CA-2016-157336,"Shirley Jackson","Hon Every-Day Series Multi-Task Chairs",751.92,229.8580008304938
CA-2017-121741,"Yoseph Carroll","Tennsco Single-Tier Lockers",750.68,229.8580008304938
US-2015-154389,"Eugene Hildebrand","LG Exalt",748.752,229.8580008304938
US-2016-157945,"Natalie Fritzler","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",747.558,229.8580008304938
CA-2014-134572,"Seth Vernon","Bush Advantage Collection Round Conference Table",744.1,229.8580008304938
CA-2016-133816,"Christopher Schild","ClearOne CHATAttach 160 - speaker phone",743.988,229.8580008304938
US-2014-167262,"Amy Cox","Plantronics HL10 Handset Lifter",742.336,229.8580008304938
CA-2017-150497,"Suzanne McNair","Ibico Ibimaster 300 Manual Binding System",735.98,229.8580008304938
CA-2016-118689,"Tamara Chand","Ibico Ibimaster 300 Manual Binding System",735.98,229.8580008304938
CA-2017-153871,"Richard Bierner","Ibico Ibimaster 300 Manual Binding System",735.98,229.8580008304938
CA-2014-140662,"Thomas Seio","Xerox 1941",733.95,229.8580008304938
CA-2016-152156,"Claire Gute","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94,229.8580008304938
CA-2014-124702,"Maya Herman","Lesro Round Back Collection Coffee Table, End Table",730.2,229.8580008304938
CA-2016-121223,"Giulietta Dortch","Cisco 8x8 Inc. 6753i IP Business Phone System",728.946,229.8580008304938
CA-2015-121188,"Cassandra Brandow","Carina Double Wide Media Storage Towers in Natural & Black",728.82,229.8580008304938
US-2016-100839,"Noah Childs","Hon 5100 Series Wood Tables",727.45,229.8580008304938
US-2016-160528,"Mick Hernandez","SAFCO Boltless Steel Shelving",727.296,229.8580008304938
CA-2017-163979,"Kristen Hastings","Adjustable Depth Letter/Legal Cart",725.84,229.8580008304938
CA-2017-108539,"Steven Cartwright","Adjustable Depth Letter/Legal Cart",725.84,229.8580008304938
US-2014-144078,"Richard Bierner","Hon GuestStacker Chair",725.344,229.8580008304938
CA-2015-146563,"Cassandra Brandow","Space Solutions Commercial Steel Shelving",724.08,229.8580008304938
CA-2017-157931,"Meg O'Connel","Global Ergonomic Managers Chair",723.92,229.8580008304938
CA-2017-124765,"Henia Zydlo","O'Sullivan Manor Hill 2-Door Library in Brianna Oak",723.92,229.8580008304938
CA-2016-102981,"Mary O'Rourke","Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,229.8580008304938
CA-2015-100146,"Claudia Bergmann","Global Leather and Oak Executive Chair, Black",722.352,229.8580008304938
CA-2017-168389,"Darrin Van Huff","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",721.875,229.8580008304938
CA-2016-158694,"Arianne Irving","Standard Rollaway File with Lock",720.76,229.8580008304938
CA-2017-100951,"Noah Childs","Standard Rollaway File with Lock",720.76,229.8580008304938
CA-2017-165204,"Michael Nguyen","Tennsco Double-Tier Lockers",720.064,229.8580008304938
CA-2015-102260,"Sanjit Jacobs","Tennsco Double-Tier Lockers",720.064,229.8580008304938
CA-2014-140473,"Mark Cousins","Brother DCP1000 Digital 3 in 1 Multifunction Machine",719.976,229.8580008304938
CA-2016-146206,"Kean Thornton","Polycom VVX 310 VoIP phone",719.96,229.8580008304938
CA-2014-103492,"Craig Molinari","Motorola Droid Maxx",719.952,229.8580008304938
CA-2015-150714,"Kristen Hastings","Fellowes Officeware Wire Shelving",718.64,229.8580008304938
CA-2017-112529,"Stewart Carmichael","Bush Andora Conference Table, Maple/Graphite Gray Finish",718.116,229.8580008304938
CA-2014-117464,"Naresj Patel","Global Comet Stacking Armless Chair",717.72,229.8580008304938
US-2015-129007,"Ken Dana","Global Comet Stacking Armless Chair",717.72,229.8580008304938
CA-2015-142202,"Justin Ritter","Enermax Acrylux Wireless Keyboard",717.12,229.8580008304938
CA-2015-136469,"Todd Sumrall","Wilson Electronics DB Pro Signal Booster",716,229.8580008304938
CA-2015-121783,"Philisse Overcash","Hoover Shoulder Vac Commercial Portable Vacuum",715.64,229.8580008304938
CA-2016-112585,"Rob Williams","Hoover Shoulder Vac Commercial Portable Vacuum",715.64,229.8580008304938
CA-2015-162887,"Stewart Visinsky","Safco Contoured Stacking Chairs",715.2,229.8580008304938
CA-2016-127369,"Dave Brooks","Letter Size Cart",714.3,229.8580008304938
CA-2015-158659,"Steve Chapman","Letter Size Cart",714.3,229.8580008304938
CA-2017-107132,"Scott Cohen","Hot File 7-Pocket, Floor Stand",713.88,229.8580008304938
CA-2015-133452,"Zuschuss Carroll","Hon 94000 Series Round Tables",710.832,229.8580008304938
CA-2017-156776,"Jeremy Lonsdale","Polycom VoiceStation 500 Conference phone",707.88,229.8580008304938
CA-2017-117401,"Paul Prost","Avanti 1.7 Cu. Ft. Refrigerator",706.86,229.8580008304938
CA-2016-168543,"Dean Katz","Avanti 1.7 Cu. Ft. Refrigerator",706.86,229.8580008304938
CA-2016-118626,"John Castell","HTC One Mini",705.544,229.8580008304938
CA-2015-148635,"Michelle Huthwaite","Sauder Forest Hills Library, Woodland Oak Finish",704.9,229.8580008304938
CA-2017-111332,"Nat Carroll","Fellowes High-Stak Drawer Files",704.76,229.8580008304938
CA-2016-164574,"Ritsa Hightower","Fellowes High-Stak Drawer Files",704.76,229.8580008304938
CA-2016-100790,"John Grady","Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,229.8580008304938
CA-2014-141313,"Anthony Jacobs","Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,229.8580008304938
CA-2014-144666,"Jeremy Pistek","Samsung Galaxy Note 3",703.968,229.8580008304938
US-2016-157490,"Laurel Beltran","Zebra GK420t Direct Thermal/Thermal Transfer Printer",703.71,229.8580008304938
CA-2017-143756,"Max Engle","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",701.96,229.8580008304938
US-2017-109610,"Brendan Sweed","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",701.96,229.8580008304938
